uid treatment rep update task count partner
Grid0_10 Grid0 10 5950 OR 0 Host
Grid0_10 Grid0 10 5950 OR 4 Parasite
Grid0_10 Grid0 10 5950 ANDN 1 Host
Grid0_10 Grid0 10 5950 ANDN 2 Parasite
Grid0_10 Grid0 10 5950 NOR 0 Host
Grid0_10 Grid0 10 5950 NOR 0 Parasite
Grid0_10 Grid0 10 5950 XOR 0 Host
Grid0_10 Grid0 10 5950 XOR 0 Parasite
Grid0_10 Grid0 10 5950 EQU 0 Host
Grid0_10 Grid0 10 5950 EQU 0 Parasite
Grid0_10 Grid0 10 6000 NOT 5154 Host
Grid0_10 Grid0 10 6000 NOT 5708 Parasite
Grid0_10 Grid0 10 6000 NAND 7 Host
Grid0_10 Grid0 10 6000 NAND 114 Parasite
Grid0_10 Grid0 10 6000 AND 1 Host
Grid0_10 Grid0 10 6000 AND 16 Parasite
Grid0_10 Grid0 10 6000 ORN 2 Host
Grid0_10 Grid0 10 6000 ORN 123 Parasite
Grid0_10 Grid0 10 6000 OR 3 Host
Grid0_10 Grid0 10 6000 OR 0 Parasite
Grid0_10 Grid0 10 6000 ANDN 0 Host
Grid0_10 Grid0 10 6000 ANDN 1 Parasite
Grid0_10 Grid0 10 6000 NOR 0 Host
Grid0_10 Grid0 10 6000 NOR 0 Parasite
Grid0_10 Grid0 10 6000 XOR 0 Host
Grid0_10 Grid0 10 6000 XOR 0 Parasite
Grid0_10 Grid0 10 6000 EQU 0 Host
Grid0_10 Grid0 10 6000 EQU 0 Parasite
Grid0_10 Grid0 10 6050 NOT 5170 Host
Grid0_10 Grid0 10 6050 NOT 5687 Parasite
Grid0_10 Grid0 10 6050 NAND 6 Host
Grid0_10 Grid0 10 6050 NAND 114 Parasite
Grid0_10 Grid0 10 6050 AND 4 Host
Grid0_10 Grid0 10 6050 AND 15 Parasite
Grid0_10 Grid0 10 6050 ORN 0 Host
Grid0_10 Grid0 10 6050 ORN 116 Parasite
Grid0_10 Grid0 10 6050 OR 2 Host
Grid0_10 Grid0 10 6050 OR 4 Parasite
Grid0_10 Grid0 10 6050 ANDN 0 Host
Grid0_10 Grid0 10 6050 ANDN 0 Parasite
Grid0_10 Grid0 10 6050 NOR 0 Host
Grid0_10 Grid0 10 6050 NOR 0 Parasite
Grid0_10 Grid0 10 6050 XOR 0 Host
Grid0_10 Grid0 10 6050 XOR 0 Parasite
Grid0_10 Grid0 10 6050 EQU 0 Host
Grid0_10 Grid0 10 6050 EQU 0 Parasite
Grid0_10 Grid0 10 6100 NOT 5135 Host
Grid0_10 Grid0 10 6100 NOT 5313 Parasite
Grid0_10 Grid0 10 6100 NAND 6 Host
Grid0_10 Grid0 10 6100 NAND 76 Parasite
Grid0_10 Grid0 10 6100 AND 1 Host
Grid0_10 Grid0 10 6100 AND 11 Parasite
Grid0_10 Grid0 10 6100 ORN 3 Host
Grid0_10 Grid0 10 6100 ORN 101 Parasite
Grid0_10 Grid0 10 6100 OR 2 Host
Grid0_10 Grid0 10 6100 OR 3 Parasite
Grid0_10 Grid0 10 6100 ANDN 0 Host
Grid0_10 Grid0 10 6100 ANDN 2 Parasite
Grid0_10 Grid0 10 6100 NOR 0 Host
Grid0_10 Grid0 10 6100 NOR 0 Parasite
Grid0_10 Grid0 10 6100 XOR 0 Host
Grid0_10 Grid0 10 6100 XOR 0 Parasite
Grid0_10 Grid0 10 6100 EQU 0 Host
Grid0_10 Grid0 10 6100 EQU 0 Parasite
Grid0_10 Grid0 10 6150 NOT 5065 Host
Grid0_10 Grid0 10 6150 NOT 5161 Parasite
Grid0_10 Grid0 10 6150 NAND 4 Host
Grid0_10 Grid0 10 6150 NAND 78 Parasite
Grid0_10 Grid0 10 6150 AND 3 Host
Grid0_10 Grid0 10 6150 AND 21 Parasite
Grid0_10 Grid0 10 6150 ORN 2 Host
Grid0_10 Grid0 10 6150 ORN 118 Parasite
Grid0_10 Grid0 10 6150 OR 1 Host
Grid0_10 Grid0 10 6150 OR 2 Parasite
Grid0_10 Grid0 10 6150 ANDN 1 Host
Grid0_10 Grid0 10 6150 ANDN 1 Parasite
Grid0_10 Grid0 10 6150 NOR 0 Host
Grid0_10 Grid0 10 6150 NOR 0 Parasite
Grid0_10 Grid0 10 6150 XOR 0 Host
Grid0_10 Grid0 10 6150 XOR 0 Parasite
Grid0_10 Grid0 10 6150 EQU 0 Host
Grid0_10 Grid0 10 6150 EQU 0 Parasite
Grid0_10 Grid0 10 6200 NOT 5056 Host
Grid0_10 Grid0 10 6200 NOT 5188 Parasite
Grid0_10 Grid0 10 6200 NAND 6 Host
Grid0_10 Grid0 10 6200 NAND 82 Parasite
Grid0_10 Grid0 10 6200 AND 0 Host
Grid0_10 Grid0 10 6200 AND 24 Parasite
Grid0_10 Grid0 10 6200 ORN 2 Host
Grid0_10 Grid0 10 6200 ORN 97 Parasite
Grid0_10 Grid0 10 6200 OR 1 Host
Grid0_10 Grid0 10 6200 OR 1 Parasite
Grid0_10 Grid0 10 6200 ANDN 1 Host
Grid0_10 Grid0 10 6200 ANDN 1 Parasite
Grid0_10 Grid0 10 6200 NOR 0 Host
Grid0_10 Grid0 10 6200 NOR 0 Parasite
Grid0_10 Grid0 10 6200 XOR 0 Host
Grid0_10 Grid0 10 6200 XOR 0 Parasite
Grid0_10 Grid0 10 6200 EQU 0 Host
Grid0_10 Grid0 10 6200 EQU 0 Parasite
Grid0_10 Grid0 10 6250 NOT 5002 Host
Grid0_10 Grid0 10 6250 NOT 5156 Parasite
Grid0_10 Grid0 10 6250 NAND 6 Host
Grid0_10 Grid0 10 6250 NAND 82 Parasite
Grid0_10 Grid0 10 6250 AND 3 Host
Grid0_10 Grid0 10 6250 AND 17 Parasite
Grid0_10 Grid0 10 6250 ORN 0 Host
Grid0_10 Grid0 10 6250 ORN 89 Parasite
Grid0_10 Grid0 10 6250 OR 4 Host
Grid0_10 Grid0 10 6250 OR 2 Parasite
Grid0_10 Grid0 10 6250 ANDN 0 Host
Grid0_10 Grid0 10 6250 ANDN 0 Parasite
Grid0_10 Grid0 10 6250 NOR 0 Host
Grid0_10 Grid0 10 6250 NOR 0 Parasite
Grid0_10 Grid0 10 6250 XOR 0 Host
Grid0_10 Grid0 10 6250 XOR 0 Parasite
Grid0_10 Grid0 10 6250 EQU 0 Host
Grid0_10 Grid0 10 6250 EQU 0 Parasite
Grid0_10 Grid0 10 6300 NOT 4992 Host
Grid0_10 Grid0 10 6300 NOT 5292 Parasite
Grid0_10 Grid0 10 6300 NAND 5 Host
Grid0_10 Grid0 10 6300 NAND 101 Parasite
Grid0_10 Grid0 10 6300 AND 2 Host
Grid0_10 Grid0 10 6300 AND 19 Parasite
Grid0_10 Grid0 10 6300 ORN 1 Host
Grid0_10 Grid0 10 6300 ORN 88 Parasite
Grid0_10 Grid0 10 6300 OR 2 Host
Grid0_10 Grid0 10 6300 OR 4 Parasite
Grid0_10 Grid0 10 6300 ANDN 0 Host
Grid0_10 Grid0 10 6300 ANDN 2 Parasite
Grid0_10 Grid0 10 6300 NOR 0 Host
Grid0_10 Grid0 10 6300 NOR 0 Parasite
Grid0_10 Grid0 10 6300 XOR 0 Host
Grid0_10 Grid0 10 6300 XOR 0 Parasite
Grid0_10 Grid0 10 6300 EQU 0 Host
Grid0_10 Grid0 10 6300 EQU 0 Parasite
Grid0_10 Grid0 10 6350 NOT 4897 Host
Grid0_10 Grid0 10 6350 NOT 5452 Parasite
Grid0_10 Grid0 10 6350 NAND 7 Host
Grid0_10 Grid0 10 6350 NAND 142 Parasite
Grid0_10 Grid0 10 6350 AND 0 Host
Grid0_10 Grid0 10 6350 AND 9 Parasite
Grid0_10 Grid0 10 6350 ORN 3 Host
Grid0_10 Grid0 10 6350 ORN 68 Parasite
Grid0_10 Grid0 10 6350 OR 6 Host
Grid0_10 Grid0 10 6350 OR 3 Parasite
Grid0_10 Grid0 10 6350 ANDN 0 Host
Grid0_10 Grid0 10 6350 ANDN 4 Parasite
Grid0_10 Grid0 10 6350 NOR 0 Host
Grid0_10 Grid0 10 6350 NOR 0 Parasite
Grid0_10 Grid0 10 6350 XOR 0 Host
Grid0_10 Grid0 10 6350 XOR 0 Parasite
Grid0_10 Grid0 10 6350 EQU 0 Host
Grid0_10 Grid0 10 6350 EQU 0 Parasite
Grid0_10 Grid0 10 6400 NOT 4852 Host
Grid0_10 Grid0 10 6400 NOT 5613 Parasite
Grid0_10 Grid0 10 6400 NAND 4 Host
Grid0_10 Grid0 10 6400 NAND 122 Parasite
Grid0_10 Grid0 10 6400 AND 1 Host
Grid0_10 Grid0 10 6400 AND 2 Parasite
Grid0_10 Grid0 10 6400 ORN 3 Host
Grid0_10 Grid0 10 6400 ORN 68 Parasite
Grid0_10 Grid0 10 6400 OR 7 Host
Grid0_10 Grid0 10 6400 OR 3 Parasite
Grid0_10 Grid0 10 6400 ANDN 2 Host
Grid0_10 Grid0 10 6400 ANDN 1 Parasite
Grid0_10 Grid0 10 6400 NOR 0 Host
Grid0_10 Grid0 10 6400 NOR 0 Parasite
Grid0_10 Grid0 10 6400 XOR 0 Host
Grid0_10 Grid0 10 6400 XOR 0 Parasite
Grid0_10 Grid0 10 6400 EQU 0 Host
Grid0_10 Grid0 10 6400 EQU 0 Parasite
Grid0_10 Grid0 10 6450 NOT 4823 Host
Grid0_10 Grid0 10 6450 NOT 5484 Parasite
Grid0_10 Grid0 10 6450 NAND 4 Host
Grid0_10 Grid0 10 6450 NAND 137 Parasite
Grid0_10 Grid0 10 6450 AND 1 Host
Grid0_10 Grid0 10 6450 AND 5 Parasite
Grid0_10 Grid0 10 6450 ORN 0 Host
Grid0_10 Grid0 10 6450 ORN 76 Parasite
Grid0_10 Grid0 10 6450 OR 4 Host
Grid0_10 Grid0 10 6450 OR 4 Parasite
Grid0_10 Grid0 10 6450 ANDN 3 Host
Grid0_10 Grid0 10 6450 ANDN 2 Parasite
Grid0_10 Grid0 10 6450 NOR 0 Host
Grid0_10 Grid0 10 6450 NOR 0 Parasite
Grid0_10 Grid0 10 6450 XOR 0 Host
Grid0_10 Grid0 10 6450 XOR 0 Parasite
Grid0_10 Grid0 10 6450 EQU 0 Host
Grid0_10 Grid0 10 6450 EQU 0 Parasite
Grid0_10 Grid0 10 6500 NOT 4719 Host
Grid0_10 Grid0 10 6500 NOT 5476 Parasite
Grid0_10 Grid0 10 6500 NAND 5 Host
Grid0_10 Grid0 10 6500 NAND 112 Parasite
Grid0_10 Grid0 10 6500 AND 1 Host
Grid0_10 Grid0 10 6500 AND 0 Parasite
Grid0_10 Grid0 10 6500 ORN 3 Host
Grid0_10 Grid0 10 6500 ORN 75 Parasite
Grid0_10 Grid0 10 6500 OR 2 Host
Grid0_10 Grid0 10 6500 OR 4 Parasite
Grid0_10 Grid0 10 6500 ANDN 0 Host
Grid0_10 Grid0 10 6500 ANDN 0 Parasite
Grid0_10 Grid0 10 6500 NOR 0 Host
Grid0_10 Grid0 10 6500 NOR 0 Parasite
Grid0_10 Grid0 10 6500 XOR 0 Host
Grid0_10 Grid0 10 6500 XOR 0 Parasite
Grid0_10 Grid0 10 6500 EQU 0 Host
Grid0_10 Grid0 10 6500 EQU 0 Parasite
Grid0_10 Grid0 10 6550 NOT 4680 Host
Grid0_10 Grid0 10 6550 NOT 5793 Parasite
Grid0_10 Grid0 10 6550 NAND 7 Host
Grid0_10 Grid0 10 6550 NAND 125 Parasite
Grid0_10 Grid0 10 6550 AND 0 Host
Grid0_10 Grid0 10 6550 AND 7 Parasite
Grid0_10 Grid0 10 6550 ORN 2 Host
Grid0_10 Grid0 10 6550 ORN 71 Parasite
Grid0_10 Grid0 10 6550 OR 1 Host
Grid0_10 Grid0 10 6550 OR 3 Parasite
Grid0_10 Grid0 10 6550 ANDN 1 Host
Grid0_10 Grid0 10 6550 ANDN 2 Parasite
Grid0_10 Grid0 10 6550 NOR 0 Host
Grid0_10 Grid0 10 6550 NOR 0 Parasite
Grid0_10 Grid0 10 6550 XOR 0 Host
Grid0_10 Grid0 10 6550 XOR 0 Parasite
Grid0_10 Grid0 10 6550 EQU 0 Host
Grid0_10 Grid0 10 6550 EQU 0 Parasite
Grid0_10 Grid0 10 6600 NOT 4701 Host
Grid0_10 Grid0 10 6600 NOT 5874 Parasite
Grid0_10 Grid0 10 6600 NAND 3 Host
Grid0_10 Grid0 10 6600 NAND 114 Parasite
Grid0_10 Grid0 10 6600 AND 2 Host
Grid0_10 Grid0 10 6600 AND 10 Parasite
Grid0_10 Grid0 10 6600 ORN 3 Host
Grid0_10 Grid0 10 6600 ORN 67 Parasite
Grid0_10 Grid0 10 6600 OR 1 Host
Grid0_10 Grid0 10 6600 OR 3 Parasite
Grid0_10 Grid0 10 6600 ANDN 1 Host
Grid0_10 Grid0 10 6600 ANDN 0 Parasite
Grid0_10 Grid0 10 6600 NOR 0 Host
Grid0_10 Grid0 10 6600 NOR 0 Parasite
Grid0_10 Grid0 10 6600 XOR 0 Host
Grid0_10 Grid0 10 6600 XOR 0 Parasite
Grid0_10 Grid0 10 6600 EQU 0 Host
Grid0_10 Grid0 10 6600 EQU 0 Parasite
Grid0_10 Grid0 10 6650 NOT 4702 Host
Grid0_10 Grid0 10 6650 NOT 5873 Parasite
Grid0_10 Grid0 10 6650 NAND 5 Host
Grid0_10 Grid0 10 6650 NAND 127 Parasite
Grid0_10 Grid0 10 6650 AND 1 Host
Grid0_10 Grid0 10 6650 AND 8 Parasite
Grid0_10 Grid0 10 6650 ORN 4 Host
Grid0_10 Grid0 10 6650 ORN 84 Parasite
Grid0_10 Grid0 10 6650 OR 6 Host
Grid0_10 Grid0 10 6650 OR 0 Parasite
Grid0_10 Grid0 10 6650 ANDN 1 Host
Grid0_10 Grid0 10 6650 ANDN 0 Parasite
Grid0_10 Grid0 10 6650 NOR 0 Host
Grid0_10 Grid0 10 6650 NOR 0 Parasite
Grid0_10 Grid0 10 6650 XOR 0 Host
Grid0_10 Grid0 10 6650 XOR 0 Parasite
Grid0_10 Grid0 10 6650 EQU 0 Host
Grid0_10 Grid0 10 6650 EQU 0 Parasite
Grid0_10 Grid0 10 6700 NOT 4605 Host
Grid0_10 Grid0 10 6700 NOT 5930 Parasite
Grid0_10 Grid0 10 6700 NAND 3 Host
Grid0_10 Grid0 10 6700 NAND 142 Parasite
Grid0_10 Grid0 10 6700 AND 0 Host
Grid0_10 Grid0 10 6700 AND 4 Parasite
Grid0_10 Grid0 10 6700 ORN 3 Host
Grid0_10 Grid0 10 6700 ORN 69 Parasite
Grid0_10 Grid0 10 6700 OR 5 Host
Grid0_10 Grid0 10 6700 OR 5 Parasite
Grid0_10 Grid0 10 6700 ANDN 0 Host
Grid0_10 Grid0 10 6700 ANDN 0 Parasite
Grid0_10 Grid0 10 6700 NOR 0 Host
Grid0_10 Grid0 10 6700 NOR 0 Parasite
Grid0_10 Grid0 10 6700 XOR 0 Host
Grid0_10 Grid0 10 6700 XOR 0 Parasite
Grid0_10 Grid0 10 6700 EQU 0 Host
Grid0_10 Grid0 10 6700 EQU 0 Parasite
Grid0_10 Grid0 10 6750 NOT 4669 Host
Grid0_10 Grid0 10 6750 NOT 5793 Parasite
Grid0_10 Grid0 10 6750 NAND 3 Host
Grid0_10 Grid0 10 6750 NAND 130 Parasite
Grid0_10 Grid0 10 6750 AND 2 Host
Grid0_10 Grid0 10 6750 AND 11 Parasite
Grid0_10 Grid0 10 6750 ORN 2 Host
Grid0_10 Grid0 10 6750 ORN 69 Parasite
Grid0_10 Grid0 10 6750 OR 2 Host
Grid0_10 Grid0 10 6750 OR 7 Parasite
Grid0_10 Grid0 10 6750 ANDN 1 Host
Grid0_10 Grid0 10 6750 ANDN 1 Parasite
Grid0_10 Grid0 10 6750 NOR 0 Host
Grid0_10 Grid0 10 6750 NOR 0 Parasite
Grid0_10 Grid0 10 6750 XOR 0 Host
Grid0_10 Grid0 10 6750 XOR 0 Parasite
Grid0_10 Grid0 10 6750 EQU 0 Host
Grid0_10 Grid0 10 6750 EQU 0 Parasite
Grid0_10 Grid0 10 6800 NOT 4640 Host
Grid0_10 Grid0 10 6800 NOT 5792 Parasite
Grid0_10 Grid0 10 6800 NAND 3 Host
Grid0_10 Grid0 10 6800 NAND 121 Parasite
Grid0_10 Grid0 10 6800 AND 1 Host
Grid0_10 Grid0 10 6800 AND 11 Parasite
Grid0_10 Grid0 10 6800 ORN 1 Host
Grid0_10 Grid0 10 6800 ORN 63 Parasite
Grid0_10 Grid0 10 6800 OR 2 Host
Grid0_10 Grid0 10 6800 OR 5 Parasite
Grid0_10 Grid0 10 6800 ANDN 0 Host
Grid0_10 Grid0 10 6800 ANDN 3 Parasite
Grid0_10 Grid0 10 6800 NOR 0 Host
Grid0_10 Grid0 10 6800 NOR 0 Parasite
Grid0_10 Grid0 10 6800 XOR 0 Host
Grid0_10 Grid0 10 6800 XOR 0 Parasite
Grid0_10 Grid0 10 6800 EQU 0 Host
Grid0_10 Grid0 10 6800 EQU 0 Parasite
Grid0_10 Grid0 10 6850 NOT 4615 Host
Grid0_10 Grid0 10 6850 NOT 5956 Parasite
Grid0_10 Grid0 10 6850 NAND 6 Host
Grid0_10 Grid0 10 6850 NAND 126 Parasite
Grid0_10 Grid0 10 6850 AND 3 Host
Grid0_10 Grid0 10 6850 AND 10 Parasite
Grid0_10 Grid0 10 6850 ORN 3 Host
Grid0_10 Grid0 10 6850 ORN 50 Parasite
Grid0_10 Grid0 10 6850 OR 2 Host
Grid0_10 Grid0 10 6850 OR 3 Parasite
Grid0_10 Grid0 10 6850 ANDN 0 Host
Grid0_10 Grid0 10 6850 ANDN 1 Parasite
Grid0_10 Grid0 10 6850 NOR 0 Host
Grid0_10 Grid0 10 6850 NOR 0 Parasite
Grid0_10 Grid0 10 6850 XOR 0 Host
Grid0_10 Grid0 10 6850 XOR 0 Parasite
Grid0_10 Grid0 10 6850 EQU 0 Host
Grid0_10 Grid0 10 6850 EQU 0 Parasite
Grid0_10 Grid0 10 6900 NOT 4654 Host
Grid0_10 Grid0 10 6900 NOT 6023 Parasite
Grid0_10 Grid0 10 6900 NAND 5 Host
Grid0_10 Grid0 10 6900 NAND 148 Parasite
Grid0_10 Grid0 10 6900 AND 2 Host
Grid0_10 Grid0 10 6900 AND 14 Parasite
Grid0_10 Grid0 10 6900 ORN 2 Host
Grid0_10 Grid0 10 6900 ORN 39 Parasite
Grid0_10 Grid0 10 6900 OR 2 Host
Grid0_10 Grid0 10 6900 OR 5 Parasite
Grid0_10 Grid0 10 6900 ANDN 0 Host
Grid0_10 Grid0 10 6900 ANDN 1 Parasite
Grid0_10 Grid0 10 6900 NOR 0 Host
Grid0_10 Grid0 10 6900 NOR 0 Parasite
Grid0_10 Grid0 10 6900 XOR 0 Host
Grid0_10 Grid0 10 6900 XOR 0 Parasite
Grid0_10 Grid0 10 6900 EQU 0 Host
Grid0_10 Grid0 10 6900 EQU 0 Parasite
Grid0_10 Grid0 10 6950 NOT 4591 Host
Grid0_10 Grid0 10 6950 NOT 6191 Parasite
Grid0_10 Grid0 10 6950 NAND 4 Host
Grid0_10 Grid0 10 6950 NAND 155 Parasite
Grid0_10 Grid0 10 6950 AND 3 Host
Grid0_10 Grid0 10 6950 AND 9 Parasite
Grid0_10 Grid0 10 6950 ORN 2 Host
Grid0_10 Grid0 10 6950 ORN 45 Parasite
Grid0_10 Grid0 10 6950 OR 6 Host
Grid0_10 Grid0 10 6950 OR 4 Parasite
Grid0_10 Grid0 10 6950 ANDN 0 Host
Grid0_10 Grid0 10 6950 ANDN 2 Parasite
Grid0_10 Grid0 10 6950 NOR 0 Host
Grid0_10 Grid0 10 6950 NOR 0 Parasite
Grid0_10 Grid0 10 6950 XOR 0 Host
Grid0_10 Grid0 10 6950 XOR 0 Parasite
Grid0_10 Grid0 10 6950 EQU 0 Host
Grid0_10 Grid0 10 6950 EQU 0 Parasite
Grid0_10 Grid0 10 7000 NOT 4566 Host
Grid0_10 Grid0 10 7000 NOT 6174 Parasite
Grid0_10 Grid0 10 7000 NAND 3 Host
Grid0_10 Grid0 10 7000 NAND 147 Parasite
Grid0_10 Grid0 10 7000 AND 1 Host
Grid0_10 Grid0 10 7000 AND 11 Parasite
Grid0_10 Grid0 10 7000 ORN 0 Host
Grid0_10 Grid0 10 7000 ORN 52 Parasite
Grid0_10 Grid0 10 7000 OR 6 Host
Grid0_10 Grid0 10 7000 OR 3 Parasite
Grid0_10 Grid0 10 7000 ANDN 2 Host
Grid0_10 Grid0 10 7000 ANDN 2 Parasite
Grid0_10 Grid0 10 7000 NOR 0 Host
Grid0_10 Grid0 10 7000 NOR 0 Parasite
Grid0_10 Grid0 10 7000 XOR 0 Host
Grid0_10 Grid0 10 7000 XOR 0 Parasite
Grid0_10 Grid0 10 7000 EQU 0 Host
Grid0_10 Grid0 10 7000 EQU 0 Parasite
Grid0_10 Grid0 10 7050 NOT 4603 Host
Grid0_10 Grid0 10 7050 NOT 6127 Parasite
Grid0_10 Grid0 10 7050 NAND 6 Host
Grid0_10 Grid0 10 7050 NAND 142 Parasite
Grid0_10 Grid0 10 7050 AND 5 Host
Grid0_10 Grid0 10 7050 AND 11 Parasite
Grid0_10 Grid0 10 7050 ORN 4 Host
Grid0_10 Grid0 10 7050 ORN 48 Parasite
Grid0_10 Grid0 10 7050 OR 1 Host
Grid0_10 Grid0 10 7050 OR 5 Parasite
Grid0_10 Grid0 10 7050 ANDN 0 Host
Grid0_10 Grid0 10 7050 ANDN 0 Parasite
Grid0_10 Grid0 10 7050 NOR 0 Host
Grid0_10 Grid0 10 7050 NOR 0 Parasite
Grid0_10 Grid0 10 7050 XOR 0 Host
Grid0_10 Grid0 10 7050 XOR 0 Parasite
Grid0_10 Grid0 10 7050 EQU 0 Host
Grid0_10 Grid0 10 7050 EQU 0 Parasite
Grid0_10 Grid0 10 7100 NOT 4517 Host
Grid0_10 Grid0 10 7100 NOT 6197 Parasite
Grid0_10 Grid0 10 7100 NAND 5 Host
Grid0_10 Grid0 10 7100 NAND 134 Parasite
Grid0_10 Grid0 10 7100 AND 3 Host
Grid0_10 Grid0 10 7100 AND 11 Parasite
Grid0_10 Grid0 10 7100 ORN 0 Host
Grid0_10 Grid0 10 7100 ORN 45 Parasite
Grid0_10 Grid0 10 7100 OR 2 Host
Grid0_10 Grid0 10 7100 OR 2 Parasite
Grid0_10 Grid0 10 7100 ANDN 1 Host
Grid0_10 Grid0 10 7100 ANDN 0 Parasite
Grid0_10 Grid0 10 7100 NOR 0 Host
Grid0_10 Grid0 10 7100 NOR 0 Parasite
Grid0_10 Grid0 10 7100 XOR 0 Host
Grid0_10 Grid0 10 7100 XOR 0 Parasite
Grid0_10 Grid0 10 7100 EQU 0 Host
Grid0_10 Grid0 10 7100 EQU 0 Parasite
Grid0_10 Grid0 10 7150 NOT 4525 Host
Grid0_10 Grid0 10 7150 NOT 6136 Parasite
Grid0_10 Grid0 10 7150 NAND 4 Host
Grid0_10 Grid0 10 7150 NAND 134 Parasite
Grid0_10 Grid0 10 7150 AND 1 Host
Grid0_10 Grid0 10 7150 AND 16 Parasite
Grid0_10 Grid0 10 7150 ORN 1 Host
Grid0_10 Grid0 10 7150 ORN 48 Parasite
Grid0_10 Grid0 10 7150 OR 4 Host
Grid0_10 Grid0 10 7150 OR 8 Parasite
Grid0_10 Grid0 10 7150 ANDN 0 Host
Grid0_10 Grid0 10 7150 ANDN 0 Parasite
Grid0_10 Grid0 10 7150 NOR 0 Host
Grid0_10 Grid0 10 7150 NOR 0 Parasite
Grid0_10 Grid0 10 7150 XOR 0 Host
Grid0_10 Grid0 10 7150 XOR 0 Parasite
Grid0_10 Grid0 10 7150 EQU 0 Host
Grid0_10 Grid0 10 7150 EQU 0 Parasite
Grid0_10 Grid0 10 7200 NOT 4583 Host
Grid0_10 Grid0 10 7200 NOT 6205 Parasite
Grid0_10 Grid0 10 7200 NAND 3 Host
Grid0_10 Grid0 10 7200 NAND 132 Parasite
Grid0_10 Grid0 10 7200 AND 0 Host
Grid0_10 Grid0 10 7200 AND 9 Parasite
Grid0_10 Grid0 10 7200 ORN 2 Host
Grid0_10 Grid0 10 7200 ORN 64 Parasite
Grid0_10 Grid0 10 7200 OR 2 Host
Grid0_10 Grid0 10 7200 OR 7 Parasite
Grid0_10 Grid0 10 7200 ANDN 1 Host
Grid0_10 Grid0 10 7200 ANDN 0 Parasite
Grid0_10 Grid0 10 7200 NOR 0 Host
Grid0_10 Grid0 10 7200 NOR 0 Parasite
Grid0_10 Grid0 10 7200 XOR 0 Host
Grid0_10 Grid0 10 7200 XOR 0 Parasite
Grid0_10 Grid0 10 7200 EQU 0 Host
Grid0_10 Grid0 10 7200 EQU 0 Parasite
Grid0_10 Grid0 10 7250 NOT 4495 Host
Grid0_10 Grid0 10 7250 NOT 6295 Parasite
Grid0_10 Grid0 10 7250 NAND 4 Host
Grid0_10 Grid0 10 7250 NAND 149 Parasite
Grid0_10 Grid0 10 7250 AND 0 Host
Grid0_10 Grid0 10 7250 AND 3 Parasite
Grid0_10 Grid0 10 7250 ORN 2 Host
Grid0_10 Grid0 10 7250 ORN 63 Parasite
Grid0_10 Grid0 10 7250 OR 2 Host
Grid0_10 Grid0 10 7250 OR 4 Parasite
Grid0_10 Grid0 10 7250 ANDN 1 Host
Grid0_10 Grid0 10 7250 ANDN 0 Parasite
Grid0_10 Grid0 10 7250 NOR 0 Host
Grid0_10 Grid0 10 7250 NOR 0 Parasite
Grid0_10 Grid0 10 7250 XOR 0 Host
Grid0_10 Grid0 10 7250 XOR 0 Parasite
Grid0_10 Grid0 10 7250 EQU 0 Host
Grid0_10 Grid0 10 7250 EQU 0 Parasite
Grid0_10 Grid0 10 7300 NOT 4573 Host
Grid0_10 Grid0 10 7300 NOT 6258 Parasite
Grid0_10 Grid0 10 7300 NAND 6 Host
Grid0_10 Grid0 10 7300 NAND 155 Parasite
Grid0_10 Grid0 10 7300 AND 1 Host
Grid0_10 Grid0 10 7300 AND 1 Parasite
Grid0_10 Grid0 10 7300 ORN 1 Host
Grid0_10 Grid0 10 7300 ORN 67 Parasite
Grid0_10 Grid0 10 7300 OR 1 Host
Grid0_10 Grid0 10 7300 OR 1 Parasite
Grid0_10 Grid0 10 7300 ANDN 0 Host
Grid0_10 Grid0 10 7300 ANDN 1 Parasite
Grid0_10 Grid0 10 7300 NOR 0 Host
Grid0_10 Grid0 10 7300 NOR 0 Parasite
Grid0_10 Grid0 10 7300 XOR 0 Host
Grid0_10 Grid0 10 7300 XOR 0 Parasite
Grid0_10 Grid0 10 7300 EQU 0 Host
Grid0_10 Grid0 10 7300 EQU 0 Parasite
Grid0_10 Grid0 10 7350 NOT 4545 Host
Grid0_10 Grid0 10 7350 NOT 6303 Parasite
Grid0_10 Grid0 10 7350 NAND 6 Host
Grid0_10 Grid0 10 7350 NAND 178 Parasite
Grid0_10 Grid0 10 7350 AND 0 Host
Grid0_10 Grid0 10 7350 AND 1 Parasite
Grid0_10 Grid0 10 7350 ORN 0 Host
Grid0_10 Grid0 10 7350 ORN 77 Parasite
Grid0_10 Grid0 10 7350 OR 4 Host
Grid0_10 Grid0 10 7350 OR 5 Parasite
Grid0_10 Grid0 10 7350 ANDN 1 Host
Grid0_10 Grid0 10 7350 ANDN 0 Parasite
Grid0_10 Grid0 10 7350 NOR 0 Host
Grid0_10 Grid0 10 7350 NOR 0 Parasite
Grid0_10 Grid0 10 7350 XOR 0 Host
Grid0_10 Grid0 10 7350 XOR 0 Parasite
Grid0_10 Grid0 10 7350 EQU 0 Host
Grid0_10 Grid0 10 7350 EQU 0 Parasite
Grid0_10 Grid0 10 7400 NOT 4525 Host
Grid0_10 Grid0 10 7400 NOT 6082 Parasite
Grid0_10 Grid0 10 7400 NAND 6 Host
